# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ST18	ST18	NM_001352839.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352840.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352841.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352842.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352843.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352844.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352845.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352846.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352847.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352848.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352849.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352850.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352851.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352852.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352853.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352854.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352855.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352856.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352857.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352858.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352859.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352860.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352861.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352862.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352863.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352864.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352865.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352866.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352867.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352868.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352869.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352870.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352871.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352872.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352873.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352874.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352875.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352876.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352877.1	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352878.1	protein_coding	0	0	2	19	3	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352879.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352881.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352882.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352883.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_001352884.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NM_014682.2	protein_coding	0	0	2	20	3	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0
ST18	ST18	NR_148195.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL1	ST3GAL1	NM_003033.4	protein_coding	0	2	10	43	24	0	2	0	0	0	1	0	0	17	10	0	0	0	0	1	0	0	0	0	1	0
ST3GAL1	ST3GAL1	NM_173344.3	protein_coding	0	2	10	43	24	0	1	0	0	0	1	0	0	18	10	0	0	0	0	1	0	0	0	0	1	0
STAR	STAR	NM_000349.3	protein_coding	0	1	2	34	14	0	1	0	0	0	1	0	0	18	2	0	0	0	0	0	0	0	0	0	1	0
STAU2	STAU2	NM_001164380.2	protein_coding	0	1	2	21	1	0	0	0	0	0	2	0	0	15	2	0	0	0	0	0	0	0	0	0	1	3
STAU2	STAU2	NM_001164381.1	protein_coding	0	1	2	21	1	0	2	0	0	0	2	0	0	15	2	0	0	0	0	0	0	0	0	0	1	1
STAU2	STAU2	NM_001164382.1	protein_coding	0	1	2	21	1	0	2	0	0	0	2	0	0	15	2	0	0	0	0	0	0	0	0	0	1	1
STAU2	STAU2	NM_001164383.1	protein_coding	0	1	2	21	1	0	2	0	0	0	2	0	0	15	2	0	0	0	0	0	0	0	0	0	1	1
STAU2	STAU2	NM_001164384.1	protein_coding	0	1	2	15	2	0	1	0	0	0	1	0	0	11	2	0	0	0	0	0	0	0	0	0	1	0
STAU2	STAU2	NM_001164385.1	protein_coding	0	1	2	15	2	0	2	0	0	0	1	0	0	9	2	0	0	0	0	0	0	0	0	0	1	1
STAU2	STAU2	NM_014393.2	protein_coding	0	1	2	15	2	0	2	0	0	0	1	0	0	9	2	0	0	0	0	0	0	0	0	0	1	1
STAU2-AS1	STAU2-AS1	NR_038406.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
STC1	STC1	NM_003155.3	protein_coding	0	0	1	20	10	0	5	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
STK3	STK3	NM_001256312.2	protein_coding	0	1	0	10	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4
STK3	STK3	NM_001256313.1	protein_coding	0	0	0	7	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
STK3	STK3	NM_006281.4	protein_coding	0	1	0	6	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
STMN2	STMN2	NM_001199214.2	protein_coding	0	0	0	12	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
STMN2	STMN2	NM_007029.4	protein_coding	0	0	0	12	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
STMN4	STMN4	NM_001283053.2	protein_coding	1	1	0	18	3	0	1	0	0	0	0	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0
STMN4	STMN4	NM_001283054.2	protein_coding	1	1	0	18	3	0	1	0	0	0	0	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0
STMN4	STMN4	NM_001283055.2	protein_coding	1	1	0	18	3	0	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	0	0	0	0	0
STMN4	STMN4	NM_030795.4	protein_coding	1	1	0	18	3	0	1	0	0	0	0	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0
SULF1	SULF1	NM_001128204.2	protein_coding	0	0	0	32	1	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
SULF1	SULF1	NM_001128205.2	protein_coding	0	0	0	32	1	0	5	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2
SULF1	SULF1	NM_001128206.2	protein_coding	0	0	0	32	1	0	5	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2
SULF1	SULF1	NM_015170.2	protein_coding	0	0	0	32	1	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
SULF1	SULF1	NR_132437.1		0	0	0	21	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	2
SULF1	SULF1	NR_156414.2		0	0	0	32	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	2
SULF1	SULF1	NR_156415.2		0	0	0	32	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	2
SYBU	SYBU	NM_001099743.2	protein_coding	2	2	8	33	0	0	0	0	0	0	0	0	0	34	8	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_001099744.1	protein_coding	2	2	8	33	0	0	0	0	0	0	0	0	0	34	8	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_001099745.2	protein_coding	2	2	8	33	0	0	0	0	0	0	0	0	0	34	8	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_001099746.1	protein_coding	2	2	5	36	0	0	0	0	0	0	0	0	0	37	5	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_001099747.2	protein_coding	2	2	8	33	0	0	1	0	0	0	0	0	0	23	8	0	0	1	0	0	0	1	0	0	2	10
SYBU	SYBU	NM_001099748.1	protein_coding	2	2	8	33	0	0	1	0	0	0	0	0	0	23	8	0	0	1	0	0	0	1	0	0	2	10
SYBU	SYBU	NM_001099749.2	protein_coding	2	2	5	36	0	0	1	0	0	0	0	0	0	26	5	0	0	1	0	0	0	1	0	0	2	10
SYBU	SYBU	NM_001099750.1	protein_coding	2	2	8	33	0	0	1	0	0	0	0	0	0	23	8	0	0	1	0	0	0	1	0	0	2	10
SYBU	SYBU	NM_001099751.1	protein_coding	2	3	8	32	0	0	3	0	0	0	0	0	0	16	8	0	0	1	0	1	0	1	0	0	2	15
SYBU	SYBU	NM_001099752.1	protein_coding	2	3	8	32	0	0	3	0	0	0	0	0	0	16	8	0	0	1	0	1	0	1	0	0	2	15
SYBU	SYBU	NM_001099753.2	protein_coding	2	2	8	33	0	0	0	0	0	0	0	0	0	15	8	0	0	1	0	0	0	1	0	0	2	19
SYBU	SYBU	NM_001099754.2	protein_coding	2	2	8	33	0	0	0	0	0	0	0	0	0	15	8	0	0	1	0	0	0	1	0	0	2	19
SYBU	SYBU	NM_001099755.2	protein_coding	2	2	5	36	0	0	0	0	0	0	0	0	0	18	5	0	0	1	0	0	0	1	0	0	2	19
SYBU	SYBU	NM_001099756.1	protein_coding	2	2	8	22	0	0	2	0	0	0	0	0	0	13	8	0	0	1	0	0	0	1	0	0	2	8
SYBU	SYBU	NM_001330596.2	protein_coding	2	2	5	11	0	0	0	0	0	0	0	0	0	12	5	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_001363032.2	protein_coding	2	2	5	11	0	0	0	0	0	0	0	0	0	12	5	0	0	1	0	0	0	1	0	0	2	0
SYBU	SYBU	NM_017786.6	protein_coding	2	2	8	33	0	0	1	0	0	0	0	0	0	23	8	0	0	1	0	0	0	1	0	0	2	10
TACC1	TACC1	NM_001122824.2	protein_coding	0	2	8	39	11	0	2	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	2	0
TACC1	TACC1	NM_001146216.3	protein_coding	0	1	2	57	11	0	2	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001330521.2	protein_coding	0	1	2	57	11	0	2	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352778.2	protein_coding	0	4	8	48	11	0	1	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	4	10
TACC1	TACC1	NM_001352779.2	protein_coding	0	4	8	37	11	0	2	0	0	0	0	0	0	24	8	0	0	0	0	0	0	0	0	0	4	0
TACC1	TACC1	NM_001352780.2	protein_coding	0	4	8	48	11	0	1	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	4	10
TACC1	TACC1	NM_001352781.2	protein_coding	0	4	8	37	11	0	2	0	0	0	0	0	0	24	8	0	0	0	0	0	0	0	0	0	4	0
TACC1	TACC1	NM_001352782.2	protein_coding	0	2	2	45	11	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	2	0
TACC1	TACC1	NM_001352783.2	protein_coding	0	4	8	37	11	0	2	0	0	0	0	0	0	24	8	0	0	0	0	0	0	0	0	0	4	0
TACC1	TACC1	NM_001352784.2	protein_coding	0	2	2	45	11	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	2	0
TACC1	TACC1	NM_001352785.2	protein_coding	0	2	2	56	11	0	1	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	2	10
TACC1	TACC1	NM_001352786.2	protein_coding	0	2	2	56	11	0	1	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	2	10
TACC1	TACC1	NM_001352787.2	protein_coding	0	2	2	56	11	0	1	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	2	10
TACC1	TACC1	NM_001352788.2	protein_coding	0	1	2	57	11	0	2	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352789.2	protein_coding	0	1	2	57	11	0	1	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352790.2	protein_coding	0	1	2	46	11	0	0	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	1	0
TACC1	TACC1	NM_001352791.1	protein_coding	0	1	2	34	11	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	1	0
TACC1	TACC1	NM_001352792.2	protein_coding	0	2	1	57	11	0	2	0	0	0	0	0	0	34	1	0	0	0	0	1	0	0	0	0	2	10
TACC1	TACC1	NM_001352793.2	protein_coding	0	1	2	57	11	0	1	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352794.2	protein_coding	0	1	2	57	11	0	2	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352795.2	protein_coding	0	1	2	57	11	0	1	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352796.2	protein_coding	0	1	2	46	11	0	0	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	1	0
TACC1	TACC1	NM_001352797.2	protein_coding	0	1	2	46	11	0	1	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	0
TACC1	TACC1	NM_001352798.1	protein_coding	0	1	2	46	11	0	1	0	0	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352799.2	protein_coding	0	1	2	57	11	0	2	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	1	10
TACC1	TACC1	NM_001352800.2	protein_coding	0	4	7	8	0	0	2	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	4	0
TACC1	TACC1	NM_001352801.2	protein_coding	0	2	8	39	11	0	2	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	2	0
TACC1	TACC1	NM_001352802.1	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0
TACC1	TACC1	NM_001352803.2	protein_coding	0	2	8	39	11	0	2	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	2	0
TACC1	TACC1	NM_001352804.2	protein_coding	0	0	2	47	11	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0
TACC1	TACC1	NM_006283.3	protein_coding	0	4	8	37	11	0	2	0	0	0	0	0	0	24	8	0	0	0	0	0	0	0	0	0	4	0
TACC1	TACC1	NR_148047.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148048.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148049.2		0	0	0	60	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148050.2		0	0	0	30	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148051.2		0	0	0	60	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148052.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
TACC1	TACC1	NR_148053.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
TAF2	TAF2	NM_003184.4	protein_coding	0	0	2	59	0	0	27	0	0	0	1	0	0	29	2	0	0	0	0	0	0	0	0	0	0	2
TATDN1	TATDN1	NM_001146160.1	protein_coding	0	0	0	18	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
TATDN1	TATDN1	NM_001317889.1	protein_coding	0	0	0	18	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
TATDN1	TATDN1	NM_001317890.1	protein_coding	0	1	0	17	0	0	1	0	0	0	3	0	0	11	0	0	0	0	0	1	0	0	0	0	0	3
TATDN1	TATDN1	NM_001317891.1	protein_coding	0	0	0	18	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
TATDN1	TATDN1	NM_032026.4	protein_coding	0	0	0	18	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
TATDN1	TATDN1	NR_027427.1		0	0	0	18	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
TBC1D31	TBC1D31	NM_001145088.2	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001330606.2	protein_coding	2	2	2	36	0	0	1	0	0	0	0	0	0	31	2	0	0	0	2	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363148.1	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363149.1	protein_coding	2	2	2	36	0	0	0	0	0	0	0	0	0	30	2	0	0	0	2	0	0	0	0	0	2	8
TBC1D31	TBC1D31	NM_001363150.1	protein_coding	2	2	2	36	0	0	1	0	0	0	0	0	0	31	2	0	0	0	2	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363151.2	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363152.1	protein_coding	2	2	2	36	0	0	1	0	0	0	0	0	0	31	2	0	0	0	2	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363153.1	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363154.1	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363155.1	protein_coding	1	2	1	38	0	0	1	0	0	0	0	0	0	32	1	0	0	0	1	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_001363156.1	protein_coding	2	2	1	37	0	0	2	0	0	0	0	0	0	31	1	0	0	0	2	0	0	0	0	0	2	6
TBC1D31	TBC1D31	NM_145647.4	protein_coding	2	2	2	36	0	0	1	0	0	0	0	0	0	31	2	0	0	0	2	0	0	0	0	0	2	6
TCEA1	TCEA1	NM_006756.4	protein_coding	0	0	0	12	3	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TCEA1	TCEA1	NM_201437.3	protein_coding	0	0	0	12	3	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TCEA1	TCEA1	NR_109901.2		0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0
TCEA1	TCEA1	NR_109902.2		0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0
TCIM	TCIM	NM_020130.5	protein_coding	0	0	1	6	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TDH	TDH	NR_001578.1		1	0	0	18	0	0	0	0	0	0	1	0	0	16	0	2	0	1	0	0	0	0	0	0	0	0
TDRP	TDRP	NM_001256113.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
TDRP	TDRP	NM_001369716.1	protein_coding	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TDRP	TDRP	NM_175075.4	protein_coding	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TERF1	TERF1	NM_003218.4	protein_coding	0	0	2	22	14	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
TERF1	TERF1	NM_017489.3	protein_coding	0	0	2	22	14	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
TEX15	TEX15	NM_001350162.2	protein_coding	0	2	6	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	0
TEX15	TEX15	NR_146525.1		0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	TG	NM_003235.5	protein_coding	1	11	25	159	0	0	0	0	0	0	1	0	0	161	25	0	0	0	1	3	0	0	0	0	9	0
TGS1	TGS1	NM_001317902.2	protein_coding	0	2	2	25	0	2	4	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	11
TGS1	TGS1	NM_001363184.2	protein_coding	0	2	2	25	0	2	4	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	11
TGS1	TGS1	NM_024831.8	protein_coding	0	1	3	24	0	1	3	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	11
THAP1	THAP1	NM_018105.3	protein_coding	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP1	THAP1	NM_199003.1	protein_coding	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEM6	THEM6	NM_001363000.2	protein_coding	0	2	0	27	16	0	0	0	0	0	3	0	0	8	0	0	0	0	0	1	0	0	0	0	1	0
THEM6	THEM6	NM_016647.3	protein_coding	0	3	0	26	16	0	0	0	0	0	3	0	0	7	0	0	0	0	0	1	0	0	0	0	2	0
THEM6	THEM6	NR_156431.2		0	1	0	27	0	0	0	0	0	0	3	0	0	7	0	18	0	0	0	1	0	0	0	0	0	0
TIGD5	TIGD5	NM_032862.5	protein_coding	0	2	6	55	3	0	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	0	2	20
TM2D2	TM2D2	NM_001024380.2	protein_coding	0	0	0	24	10	0	2	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
TM2D2	TM2D2	NM_001024381.2	protein_coding	0	0	0	24	10	0	1	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
TM2D2	TM2D2	NM_031940.4	protein_coding	0	0	0	24	10	0	3	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
TM2D2	TM2D2	NM_078473.3	protein_coding	0	0	1	23	10	0	1	0	0	0	7	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1
TMED10P1	TMED10P1	NR_002807.4		0	2	0	41	0	0	0	0	0	0	15	0	0	0	0	27	0	0	0	2	0	0	0	0	0	1
